City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description,Date
452,Kalisz,PL,51.7611,18.091,47.71,77,10,10.65,clear sky,2021-11-06 16:36:09
453,Belmonte,BR,-15.8631,-38.8828,82.4,84,77,9.8,broken clouds,2021-11-06 16:40:44
454,Brae,GB,60.3964,-1.353,51.71,92,100,29.62,overcast clouds,2021-11-06 16:40:44
455,Enshi,CN,30.3,109.4833,60.06,98,100,2.33,overcast clouds,2021-11-06 16:40:45
456,Mayo,US,38.8876,-76.5119,56.73,56,1,17.0,clear sky,2021-11-06 16:40:45
457,Pyay,MM,18.8167,95.2167,74.64,92,0,3.94,clear sky,2021-11-06 16:40:45
458,Rawah,IQ,34.4816,41.9093,70.0,33,0,6.82,clear sky,2021-11-06 16:40:46
459,Katoro,TZ,-3.0203,31.8958,68.22,77,97,5.57,overcast clouds,2021-11-06 16:40:46
460,Esil,KZ,51.9556,66.4042,30.11,25,72,12.08,broken clouds,2021-11-06 16:40:46
461,San Cristobal,VE,7.7669,-72.225,82.58,44,53,9.06,broken clouds,2021-11-06 16:40:47
462,Houma,US,29.5958,-90.7195,63.0,69,40,11.5,scattered clouds,2021-11-06 16:40:47
463,Port Shepstone,ZA,-30.7414,30.455,69.22,87,89,13.2,light rain,2021-11-06 16:40:47
464,Lasa,IT,46.6166,10.7002,38.28,74,0,2.8,clear sky,2021-11-06 16:40:48
465,Husavik,IS,66.0449,-17.3389,33.71,95,100,12.77,light snow,2021-11-06 16:40:48
466,Qarchi Gak,AF,37.04,66.7889,35.69,23,44,7.54,scattered clouds,2021-11-06 16:40:49
467,Reconquista,AR,-29.15,-59.65,68.58,59,93,9.35,overcast clouds,2021-11-06 16:40:49
468,Guerrero Negro,MX,27.9769,-114.0611,71.69,62,3,4.85,clear sky,2021-11-06 16:37:07
469,Kitaibaraki,JP,36.7833,140.75,43.9,83,73,5.08,broken clouds,2021-11-06 16:40:49
470,Puli,TW,23.9664,120.9695,73.22,66,0,4.74,clear sky,2021-11-06 16:40:50
471,Taltal,CL,-25.4,-70.4833,66.67,63,7,9.62,clear sky,2021-11-06 16:40:50
472,Berezovyy,RU,51.6667,135.7,18.75,38,3,11.48,clear sky,2021-11-06 16:40:50
473,Manado,ID,1.487,124.8455,75.97,94,40,1.14,moderate rain,2021-11-06 16:40:51
474,Mineros,BO,-17.1167,-63.2333,71.19,47,100,11.7,moderate rain,2021-11-06 16:40:51
475,Acarau,BR,-2.8856,-40.12,88.77,57,46,18.25,scattered clouds,2021-11-06 16:40:51
476,Yakovlevka,RU,44.425,133.4772,30.34,58,100,5.93,snow,2021-11-06 16:40:52
477,Las Choapas,MX,17.9333,-94.0833,77.05,73,87,9.51,overcast clouds,2021-11-06 16:40:52
478,Yeppoon,AU,-23.1333,150.7333,71.38,78,59,9.48,broken clouds,2021-11-06 16:40:52
479,Artyshta,RU,54.1222,86.2909,18.72,88,98,10.67,overcast clouds,2021-11-06 16:40:53
480,Contepec,MX,20.0167,-100.1167,54.28,31,75,6.64,broken clouds,2021-11-06 16:40:53
481,Seminole,US,28.7086,-81.2081,69.01,85,90,4.0,overcast clouds,2021-11-06 16:40:53
482,Coquimbo,CL,-29.9533,-71.3436,61.84,65,1,12.03,clear sky,2021-11-06 16:40:46
483,Mahajanga,MG,-15.7167,46.3167,80.62,83,20,9.22,few clouds,2021-11-06 16:40:54
484,Maniitsoq,GL,65.4167,-52.9,28.18,71,99,11.61,overcast clouds,2021-11-06 16:40:54
485,Muli,MV,2.9167,73.5667,82.72,73,69,13.96,broken clouds,2021-11-06 16:40:55
486,Muros,ES,42.7762,-9.0603,60.84,60,7,10.56,clear sky,2021-11-06 16:40:55
487,Burns Lake,CA,54.2331,-125.7533,24.22,78,85,0.56,overcast clouds,2021-11-06 16:40:56
488,Zastron,ZA,-30.3023,27.084,67.84,19,86,8.61,overcast clouds,2021-11-06 16:40:56
489,Nantucket,US,41.2835,-70.0995,53.71,49,1,5.75,clear sky,2021-11-06 16:36:54
490,Mogadishu,SO,2.0371,45.3438,79.54,76,38,14.0,scattered clouds,2021-11-06 16:40:56
491,Harper,LR,4.375,-7.7169,81.16,76,99,6.8,overcast clouds,2021-11-06 16:40:57
492,Alekseyevsk,RU,57.8406,108.3492,22.98,93,100,12.59,light snow,2021-11-06 16:40:57
493,Bethel,US,41.3712,-73.414,52.72,53,1,1.01,clear sky,2021-11-06 16:40:57
494,Bonavista,CA,48.6499,-53.1147,42.12,65,72,22.26,broken clouds,2021-11-06 16:40:58
495,Eyl,SO,7.9803,49.8164,78.71,65,69,9.91,broken clouds,2021-11-06 16:40:58
496,Kabompo,ZM,-13.5927,24.2008,83.57,20,90,5.26,overcast clouds,2021-11-06 16:40:58
497,Jackson,US,42.4165,-122.8345,48.45,92,75,3.44,broken clouds,2021-11-06 16:40:59
498,Asfi,MA,32.2994,-9.2372,65.64,51,0,27.27,clear sky,2021-11-06 16:40:59
499,Gerash,IR,27.6652,54.1371,71.74,52,68,3.06,broken clouds,2021-11-06 16:40:59
500,Magadan,RU,59.5667,150.8,34.54,92,100,14.94,overcast clouds,2021-11-06 16:41:00
501,Sakaiminato,JP,35.55,133.2333,49.98,100,20,5.75,few clouds,2021-11-06 16:41:00
502,Socorro,US,31.6546,-106.3033,70.88,32,20,3.44,few clouds,2021-11-06 16:41:00
503,Sayla,IN,22.55,71.4667,76.24,28,90,7.09,overcast clouds,2021-11-06 16:41:01
504,Hita,JP,33.3167,130.9333,61.14,93,65,4.74,broken clouds,2021-11-06 16:41:01
505,Amazar,RU,53.858,120.875,14.36,52,39,0.85,scattered clouds,2021-11-06 16:41:02
506,Ciudad Bolivar,VE,8.1222,-63.5497,91.33,46,100,10.67,overcast clouds,2021-11-06 16:41:02
507,Honningsvag,NO,70.9821,25.9704,35.35,64,75,20.71,broken clouds,2021-11-06 16:41:03
508,Allapalli,IN,19.4167,80.0667,65.75,60,16,2.01,few clouds,2021-11-06 16:41:03
509,Opuwo,NA,-18.0607,13.84,89.96,16,100,11.32,overcast clouds,2021-11-06 16:41:03
510,Qiongshan,CN,20.0058,110.3542,75.18,94,0,4.47,clear sky,2021-11-06 16:41:04
511,Kumo,NG,10.0447,11.2122,87.21,24,49,3.18,scattered clouds,2021-11-06 16:41:04
512,Baruun-Urt,MN,46.6806,113.2792,10.76,40,41,8.86,scattered clouds,2021-11-06 16:41:04
513,Guasdualito,VE,7.2424,-70.7324,88.56,54,65,5.91,broken clouds,2021-11-06 16:41:05
514,Kindu,CD,-2.95,25.95,71.83,92,92,8.1,light rain,2021-11-06 16:41:05
515,Sao Felix Do Xingu,BR,-6.6447,-51.995,86.63,61,70,4.14,broken clouds,2021-11-06 16:41:05
516,Tirodi,IN,21.6833,79.7,64.51,54,40,5.28,scattered clouds,2021-11-06 16:41:06
517,Shelburne,CA,44.0787,-80.2041,48.65,61,80,13.24,broken clouds,2021-11-06 16:41:06
518,Mehamn,NO,71.0357,27.8492,35.78,62,100,17.9,overcast clouds,2021-11-06 16:41:07
519,Yorkton,CA,51.2167,-102.4677,37.24,75,20,9.22,few clouds,2021-11-06 16:41:07
520,Tecoanapa,MX,16.5167,-98.75,84.43,63,73,2.01,broken clouds,2021-11-06 16:41:07
521,Kaputa,ZM,-8.4689,29.6619,81.37,38,46,5.64,scattered clouds,2021-11-06 16:41:08
522,Aleksandrovskoye,RU,44.7142,43.0008,44.74,82,64,5.08,broken clouds,2021-11-06 16:41:08
523,San Carlos De Bariloche,AR,-41.1456,-71.3082,67.75,14,0,11.5,clear sky,2021-11-06 16:41:08
524,Lorengau,PG,-2.0226,147.2712,81.72,78,59,8.97,broken clouds,2021-11-06 16:41:09
525,Camocim,BR,-2.9022,-40.8411,87.46,64,36,16.24,scattered clouds,2021-11-06 16:41:09
526,Saint-Pierre,RE,-21.3393,55.4781,74.88,78,0,17.27,clear sky,2021-11-06 16:41:09
527,Andros Town,BS,24.7,-77.7667,75.16,73,99,17.38,overcast clouds,2021-11-06 16:41:10
528,Nueva Gorgona,PA,8.55,-79.8667,90.3,51,95,1.74,overcast clouds,2021-11-06 16:41:10
529,Santa Marinella,IT,42.0345,11.8536,64.44,89,100,12.33,light rain,2021-11-06 16:41:10
530,Mopipi,BW,-21.1833,24.8833,90.81,25,42,12.8,scattered clouds,2021-11-06 16:41:11
531,Tual,ID,-5.6667,132.75,83.48,73,94,3.87,overcast clouds,2021-11-06 16:41:11
532,Sumbe,AO,-11.2061,13.8437,76.23,87,88,11.86,light rain,2021-11-06 16:41:12
533,Troitsko-Pechorsk,RU,62.7084,56.1964,40.21,95,100,9.48,overcast clouds,2021-11-06 16:41:12
534,Gorey,IE,52.6747,-6.2925,55.71,82,100,17.09,overcast clouds,2021-11-06 16:41:12
535,Belaya Gora,RU,68.5333,146.4167,11.08,94,95,12.82,light snow,2021-11-06 16:41:13
536,Enterprise,US,36.0252,-115.2419,74.48,33,20,1.99,few clouds,2021-11-06 16:41:13
537,Skibbereen,IE,51.55,-9.2667,57.0,85,100,17.02,overcast clouds,2021-11-06 16:41:13
538,Jardim,BR,-21.4803,-56.1381,70.27,93,100,7.49,overcast clouds,2021-11-06 16:41:14
539,Sheboygan,US,43.7333,-87.9334,56.34,60,1,5.99,clear sky,2021-11-06 16:41:14
540,Marzuq,YE,14.4,46.4667,73.67,21,87,3.13,overcast clouds,2021-11-06 16:41:14
541,Galesong,ID,-5.3166,119.3661,77.02,83,100,2.39,overcast clouds,2021-11-06 16:41:15
542,Deception Bay,AU,-27.2,153.0333,70.16,93,84,3.02,light rain,2021-11-06 16:41:15
543,Dandong,CN,40.1292,124.3947,43.72,74,68,7.99,broken clouds,2021-11-06 16:41:16
544,Kapuskasing,CA,49.4169,-82.4331,46.49,76,90,12.66,overcast clouds,2021-11-06 16:41:16
545,Kamuli,UG,0.9472,33.1197,67.05,82,64,3.47,broken clouds,2021-11-06 16:41:16
546,Mattru,SL,7.6244,-11.8332,80.53,88,71,4.25,light rain,2021-11-06 16:41:17
547,Odienne,CI,9.51,-7.5692,87.58,49,31,1.61,scattered clouds,2021-11-06 16:41:17
548,Yar,RU,58.249,52.1026,40.08,94,100,17.9,moderate rain,2021-11-06 16:41:17
549,Praya,CV,14.9215,-23.5087,86.54,51,0,18.41,clear sky,2021-11-06 16:41:18
550,Hervey Bay,AU,-25.2986,152.8535,72.03,79,57,9.13,broken clouds,2021-11-06 16:41:18
551,Nanakuli,US,21.3906,-158.1547,76.98,75,20,3.44,few clouds,2021-11-06 16:41:18
552,Troitskoye,RU,52.9821,84.6757,22.98,89,96,11.45,overcast clouds,2021-11-06 16:41:19
553,Riyadh,SA,24.6877,46.7219,78.94,25,0,7.67,clear sky,2021-11-06 16:39:54
554,Flin Flon,CA,54.7682,-101.865,37.24,93,90,4.61,overcast clouds,2021-11-06 16:41:19
555,Stokmarknes,NO,68.5646,14.9108,37.38,100,40,6.91,scattered clouds,2021-11-06 16:41:19
556,Valdivia,CL,-39.8142,-73.2459,62.69,47,0,6.82,clear sky,2021-11-06 16:41:20
557,Ola,RU,59.5833,151.2833,35.15,91,100,12.24,overcast clouds,2021-11-06 16:41:20
558,Amga,RU,60.8953,131.9608,7.27,97,98,4.36,overcast clouds,2021-11-06 16:41:21
559,Boca Do Acre,BR,-8.7522,-67.3978,94.3,39,99,3.87,overcast clouds,2021-11-06 16:41:21
560,Ntchisi,MW,-13.5278,33.9149,74.37,28,1,1.28,clear sky,2021-11-06 16:41:21
561,Ayutla,MX,20.1167,-104.3333,75.2,47,49,4.76,scattered clouds,2021-11-06 16:41:22
562,Khromtau,KZ,50.2503,58.4347,28.85,24,45,10.58,scattered clouds,2021-11-06 16:41:22
563,Kusti,SD,13.1629,32.6635,93.51,20,70,7.09,broken clouds,2021-11-06 16:41:22
564,Provost,CA,52.3501,-110.2683,36.82,60,22,10.51,few clouds,2021-11-06 16:41:23
565,Hanmer Springs,NZ,-42.5167,172.8167,47.61,92,40,3.51,scattered clouds,2021-11-06 16:41:23
566,Pitimbu,BR,-7.4706,-34.8086,88.39,66,52,10.65,broken clouds,2021-11-06 16:41:23
567,Lyndon,US,38.2567,-85.6016,57.45,48,1,1.01,clear sky,2021-11-06 16:41:24
568,Illapel,CL,-31.6308,-71.1653,77.83,29,0,9.62,clear sky,2021-11-06 16:41:24
569,Novomykolayivka,UA,47.9781,35.9102,50.25,72,100,12.19,overcast clouds,2021-11-06 16:41:24
570,Kargasok,RU,59.0556,80.8572,31.39,90,100,16.42,overcast clouds,2021-11-06 16:41:25
571,Bartica,GY,6.4,-58.6167,77.32,92,100,4.38,moderate rain,2021-11-06 16:41:25
572,Fochville,ZA,-26.4886,27.4939,74.79,36,80,10.83,broken clouds,2021-11-06 16:41:26
573,Saint-Georges,GD,12.0564,-61.7485,87.48,66,20,19.57,few clouds,2021-11-06 16:41:26
574,Sambava,MG,-14.2667,50.1667,76.24,84,68,11.34,broken clouds,2021-11-06 16:41:26
575,Kondinskoye,RU,59.6481,67.41,36.25,83,100,17.27,overcast clouds,2021-11-06 16:41:27
576,Werda,BW,-25.2667,23.2833,89.26,12,25,9.35,scattered clouds,2021-11-06 16:41:27
577,Jimenez,MX,28.3333,-105.4,73.2,37,16,5.95,few clouds,2021-11-06 16:41:28
578,Hlukhiv,UA,51.6782,33.9162,42.31,79,29,9.26,scattered clouds,2021-11-06 16:41:28
579,Yumen,CN,40.2833,97.2,13.78,37,0,10.07,clear sky,2021-11-06 16:41:29
580,Inuvik,CA,68.3499,-133.7218,18.61,96,75,6.91,broken clouds,2021-11-06 16:41:29
581,Ust-Omchug,RU,61.15,149.6333,14.2,96,100,4.79,overcast clouds,2021-11-06 16:41:29
582,Konya,TR,38.1667,32.5,51.28,36,8,5.86,clear sky,2021-11-06 16:41:30
583,Marsh Harbour,BS,26.5412,-77.0636,81.32,75,100,20.36,overcast clouds,2021-11-06 16:41:30
584,Jiazi,CN,22.8779,116.067,75.63,85,3,6.26,light rain,2021-11-06 16:41:30
585,Okhotsk,RU,59.3833,143.3,19.83,95,100,22.95,snow,2021-11-06 16:41:31
586,Kochki,RU,54.3358,80.4806,27.34,95,99,12.59,overcast clouds,2021-11-06 16:41:31
587,Pacific Grove,US,36.6177,-121.9166,60.51,82,1,1.01,clear sky,2021-11-06 16:40:41
588,Piacabucu,BR,-10.4056,-36.4344,85.21,64,82,13.31,broken clouds,2021-11-06 16:41:31
589,Caloundra,AU,-26.8,153.1333,69.64,90,96,5.7,overcast clouds,2021-11-06 16:41:32
590,Mount Vernon,US,40.9126,-73.8371,55.0,49,40,5.01,scattered clouds,2021-11-06 16:39:12
591,Kijang,KR,35.2442,129.2139,55.13,66,57,16.22,broken clouds,2021-11-06 16:41:32
592,Kendari,ID,-3.945,122.4989,76.01,94,94,2.75,overcast clouds,2021-11-06 16:41:33
593,Carutapera,BR,-1.195,-46.02,88.74,56,70,8.9,broken clouds,2021-11-06 16:41:33
594,Majene,ID,-3.5403,118.9707,78.22,89,100,2.1,overcast clouds,2021-11-06 16:41:33
595,Kedrovyy,RU,56.1667,91.8167,25.21,93,100,10.8,overcast clouds,2021-11-06 16:41:34
596,Chiang Rai,TH,19.9167,99.9167,75.18,94,20,5.75,few clouds,2021-11-06 16:41:34
597,Slave Lake,CA,55.2834,-114.769,35.58,64,1,12.66,clear sky,2021-11-06 16:41:34
598,Lincoln,US,40.8,-96.667,57.99,73,1,4.0,clear sky,2021-11-06 16:40:08
599,Ha Tinh,VN,18.3333,105.9,75.06,95,21,1.66,few clouds,2021-11-06 16:41:35
600,Monte Escobedo,MX,22.3,-103.5833,64.27,34,1,4.74,clear sky,2021-11-06 16:41:35
601,Najran,SA,17.4924,44.1277,74.05,21,0,4.23,clear sky,2021-11-06 16:41:36
602,Lumberton,US,34.6182,-79.0086,54.34,58,100,18.81,overcast clouds,2021-11-06 16:41:36
603,San Quintin,MX,30.4833,-115.95,68.09,71,0,7.99,clear sky,2021-11-06 16:41:36
604,Marmashen,AM,40.8349,43.7779,43.09,70,0,3.44,clear sky,2021-11-06 16:41:36
605,Kupang,ID,-10.1667,123.5833,80.76,82,30,4.25,scattered clouds,2021-11-06 16:41:37
606,Shahreza,IR,32.0339,51.8794,44.58,65,90,4.59,overcast clouds,2021-11-06 16:41:37
607,Dudinka,RU,69.4058,86.1778,15.22,93,100,24.54,light snow,2021-11-06 16:41:38
608,Honiara,SB,-9.4333,159.95,76.64,88,12,4.61,few clouds,2021-11-06 16:37:17
609,Murgab,TM,37.4966,61.9714,37.27,60,40,0.0,scattered clouds,2021-11-06 16:41:38
610,Labuhan,ID,-6.8844,112.2051,83.01,72,93,3.78,overcast clouds,2021-11-06 16:41:39
611,Cheremshan,RU,54.6667,51.5,39.25,51,100,24.54,light rain,2021-11-06 16:41:39
612,Camapua,BR,-19.5314,-54.0439,82.13,66,57,10.42,broken clouds,2021-11-06 16:41:39
613,Greystones,IE,53.1408,-6.0631,54.46,78,100,17.78,overcast clouds,2021-11-06 16:41:40
614,Bayan,CN,46.0833,127.4,24.26,33,100,4.65,overcast clouds,2021-11-06 16:41:40
615,Bataipora,BR,-22.2953,-53.2711,90.46,44,84,3.24,broken clouds,2021-11-06 16:41:41
616,Taquaritinga Do Norte,BR,-7.9031,-36.0442,91.18,27,57,10.36,broken clouds,2021-11-06 16:41:41
617,Storsteinnes,NO,69.2408,19.2344,35.6,96,100,3.58,overcast clouds,2021-11-06 16:41:41
618,Boyolangu,ID,-8.1181,111.8935,77.56,88,96,1.5,overcast clouds,2021-11-06 16:41:42
619,Quelimane,MZ,-17.8786,36.8883,75.63,85,11,6.2,few clouds,2021-11-06 16:41:42
620,Roma,US,43.2128,-75.4557,52.86,62,1,4.61,clear sky,2021-11-06 16:37:41
621,Bac Lieu,VN,9.285,105.7244,79.52,87,100,7.81,overcast clouds,2021-11-06 16:41:42
622,Tchaourou,BJ,8.8865,2.5975,86.29,43,57,2.98,broken clouds,2021-11-06 16:41:43
623,Sola,VU,-13.8833,167.55,80.13,75,93,9.86,overcast clouds,2021-11-06 16:41:43
624,Buchanan,LR,5.8808,-10.0467,76.96,76,83,8.7,light rain,2021-11-06 16:41:43
625,Northam,GB,51.0333,-4.2167,55.02,94,72,25.59,broken clouds,2021-11-06 16:41:44
626,Damghan,IR,36.1683,54.348,48.83,56,100,2.35,overcast clouds,2021-11-06 16:41:44
627,Beeville,US,28.4008,-97.7483,67.55,55,1,6.91,clear sky,2021-11-06 16:41:44
628,Liancheng,CN,24.0519,105.075,62.22,97,13,3.2,few clouds,2021-11-06 16:41:45
629,Roald,NO,62.5833,6.1333,42.33,65,0,11.5,clear sky,2021-11-06 16:41:45
630,Cajamarca,PE,-7.1638,-78.5003,60.87,72,75,1.14,light rain,2021-11-06 16:41:45
631,Bousso,TD,10.4795,16.7117,92.17,30,64,3.53,broken clouds,2021-11-06 16:41:46
632,Cape Girardeau,US,37.3834,-89.7168,55.58,52,0,1.99,clear sky,2021-11-06 16:41:46
633,Bani,DO,18.2833,-70.3333,86.76,59,27,9.6,scattered clouds,2021-11-06 16:41:46
634,Marsabit,KE,2.3284,37.9899,77.65,40,39,13.65,scattered clouds,2021-11-06 16:41:47
635,Bacolod,PH,10.6667,122.95,79.07,86,99,7.29,light rain,2021-11-06 16:41:47
636,Cherepanovo,RU,54.2222,83.381,20.66,95,98,12.77,overcast clouds,2021-11-06 16:41:47
637,Dickson,US,36.077,-87.3878,57.13,68,40,3.0,scattered clouds,2021-11-06 16:41:48
638,Hami,CN,42.8,93.45,25.03,40,0,4.41,clear sky,2021-11-06 16:41:48
639,Litovko,RU,49.2361,135.1742,20.07,38,1,24.05,clear sky,2021-11-06 16:41:48
640,Klyuchi,RU,52.2667,79.1667,25.21,93,97,8.63,overcast clouds,2021-11-06 16:41:49
641,Ucluelet,CA,48.9329,-125.5528,41.31,92,100,5.99,overcast clouds,2021-11-06 16:39:23
642,Tubuala,PA,9.5167,-79.0333,86.11,74,88,3.69,overcast clouds,2021-11-06 16:41:49
643,Cuamba,MZ,-14.8031,36.5372,89.24,17,60,7.76,broken clouds,2021-11-06 16:41:49
644,Sorland,NO,67.667,12.6934,40.86,73,100,27.0,light rain,2021-11-06 16:41:50
645,Masvingo,ZW,-20.0637,30.8277,87.24,21,69,8.99,broken clouds,2021-11-06 16:41:50
646,Kibala,TD,9.1104,18.3463,87.75,58,20,6.91,thunderstorm,2021-11-06 16:41:50
647,North Bend,US,43.4065,-124.2243,49.86,94,20,8.05,few clouds,2021-11-06 16:41:51
648,Ormstown,CA,45.1334,-73.9992,50.85,50,11,10.49,few clouds,2021-11-06 16:41:51
649,Tessalit,ML,20.1986,1.0114,92.77,11,9,6.2,clear sky,2021-11-06 16:41:52
650,Lesozavodsk,RU,45.4794,133.4244,26.76,33,100,9.37,overcast clouds,2021-11-06 16:41:52
651,Livingston,GB,55.9029,-3.5226,50.36,79,40,24.16,scattered clouds,2021-11-06 16:39:29
652,Mitsamiouli,KM,-11.3847,43.2844,82.69,78,20,2.3,few clouds,2021-11-06 16:41:52
653,Petropavlovsk-Kamchatskiy,RU,53.0452,158.6483,28.99,59,75,8.95,broken clouds,2021-11-06 16:41:53
654,Tocopilla,CL,-22.092,-70.1979,69.26,64,12,10.18,few clouds,2021-11-06 16:41:53
655,Pocsaj,HU,47.2833,21.8167,50.41,67,100,4.09,overcast clouds,2021-11-06 16:41:53
656,Manokwari,ID,-0.8667,134.0833,78.67,80,100,4.5,light rain,2021-11-06 16:41:54
657,Kalakamati,BW,-20.5929,27.3121,79.59,36,100,5.46,overcast clouds,2021-11-06 16:41:54
658,Maragogi,BR,-9.0122,-35.2225,84.43,68,28,16.24,scattered clouds,2021-11-06 16:41:54
659,Torrington,US,41.8007,-73.1212,51.67,53,0,1.01,clear sky,2021-11-06 16:41:55
660,Churapcha,RU,62.0025,132.4325,-3.89,100,97,2.71,overcast clouds,2021-11-06 16:41:55
661,Ulaangom,MN,49.9811,92.0667,13.91,69,100,2.71,overcast clouds,2021-11-06 16:41:55
662,Talcahuano,CL,-36.7167,-73.1167,55.08,88,90,5.75,overcast clouds,2021-11-06 16:41:56
663,Matagami,CA,49.7502,-77.6328,44.71,76,75,13.8,broken clouds,2021-11-06 16:41:56
664,Ketchikan,US,55.3422,-131.6461,41.47,93,90,5.75,light rain,2021-11-06 16:41:56
665,Simbahan,PH,6.3032,120.5836,83.82,74,30,7.34,scattered clouds,2021-11-06 16:41:57
666,Los Llanos De Aridane,ES,28.6585,-17.9182,67.75,67,75,11.01,broken clouds,2021-11-06 16:41:57
667,Old Shinyanga,TZ,-3.55,33.4,82.69,17,92,4.99,overcast clouds,2021-11-06 16:41:57
668,Fortuna Foothills,US,32.6578,-114.4119,85.21,25,1,3.44,clear sky,2021-11-06 16:41:58
669,Hakkari,TR,37.5833,44.1667,42.53,68,0,5.95,clear sky,2021-11-06 16:40:41
670,Pangnirtung,CA,66.1451,-65.7125,24.8,46,75,12.66,broken clouds,2021-11-06 16:41:58
671,Teya,RU,60.3778,92.6267,24.06,91,98,9.31,overcast clouds,2021-11-06 16:41:59
672,Chifeng,CN,42.2683,118.9636,19.04,93,100,5.91,light snow,2021-11-06 16:39:10
673,Chake Chake,TZ,-5.2459,39.7666,77.54,81,40,8.37,scattered clouds,2021-11-06 16:41:59
674,Cortes,ES,41.9395,-1.4396,51.85,56,2,29.95,clear sky,2021-11-06 16:41:59
675,Bosaso,SO,11.2842,49.1816,78.78,63,22,1.79,few clouds,2021-11-06 16:42:00
676,Shar,KZ,49.5886,81.0453,19.26,80,99,14.32,overcast clouds,2021-11-06 16:42:00
677,Puerto Escondido,MX,15.85,-97.0667,85.03,65,1,5.75,clear sky,2021-11-06 16:42:01
678,Grand Gaube,MU,-20.0064,57.6608,76.37,76,34,3.0,scattered clouds,2021-11-06 16:42:01
679,Akyab,MM,20.15,92.9,75.2,75,1,9.26,clear sky,2021-11-06 16:42:01
